,0,1,2,3
mutual,1,1,1,1
nearby,1,1,1,1
nebraska,1,0,0,0
necessitated,1,0,0,0
needed,1,2,2,1
negligible,1,1,1,1
negotiate,1,1,1,1
neighboring,1,1,1,1
nests,1,1,0,1
net2,1,0,0,0
net5,1,0,2,0
netdevelopment,1,1,1,1
netlouisiana51,1,0,0,0
ngpl,1,0,0,2
noise,1,1,0,1
nominating,1,1,1,1
nominations,1,2,1,1
noncompliance,1,1,0,1
noneindicate,1,1,1,1
nonpayment,1,1,1,1
normally,1,0,0,1
notes350,1,0,0,0
notes400,1,0,0,0
notes500,1,0,0,0
notes589,1,0,0,0
notes600,1,0,0,0
notesthe,1,1,0,1
novate,1,1,1,1
objectively,1,1,1,1
obligated,1,2,1,2
obligation120,1,0,0,0
offinancial,1,1,0,1
offshore,1,1,1,1
ofoperations,1,0,0,1
oil133,1,0,0,0
oil5,1,0,0,1
omitted,1,1,1,1
onaccompanyingstatements,1,0,0,1
onon,1,1,0,1
opec,1,2,0,0
operations1,1,0,0,0
operations58,1,0,0,1
operations90consolidated,1,0,0,1
operationssm,1,1,1,1
operationsthis,1,1,0,1
opportunity,1,0,0,0
opposed,1,1,1,1
opposing,1,1,1,1
optimal,1,1,1,1
optimizations,1,0,1,2
orders,1,1,1,1
ordinary,1,1,1,1
organic,1,2,3,1
organize,1,1,1,1
organized,1,1,1,1
oro,1,1,1,1
other19,1,0,0,0
outcome,1,2,2,1
output,1,1,1,1
outs,1,1,1,1
override,1,1,1,1
overriding,1,1,1,1
overseeing,1,1,1,1
overviewwe,1,1,1,1
owed,1,1,1,1
owing,1,1,1,1
owners58,1,0,0,0
page,1,1,1,1
pageitem,1,1,1,1
papers,1,0,0,0
parcel,1,0,0,0
participation,1,1,1,1
partners,1,1,1,1
parturition,1,1,0,1
passed,1,1,1,2
pathways,1,1,1,1
payable63,1,0,0,0
payables,1,2,0,2
paymentsthe,1,1,1,1
peck,1,3,3,1
pennsylvania,1,0,0,0
percentage60,1,0,0,0
percentage72,1,0,0,0
perception,1,1,1,1
period1,1,0,0,0
period282,1,0,0,0
permeable,1,1,1,1
perspective,1,1,1,1
pertaining,1,0,0,0
petitions,1,3,2,1
petrophysical,1,1,1,1
pierce,1,5,0,1
pipe,1,1,1,1
pit,1,1,1,1
pits,1,1,1,1
place13,1,0,0,0
place19,1,0,0,0
place413,1,0,0,0
placed,1,3,3,4
places,1,0,0,0
placethe,1,1,1,1
placing,1,1,1,1
plan66,1,0,0,0
plan77,1,0,0,1
plan83,1,1,0,1
planin,1,0,0,0
planscash,1,0,0,0
plansthe,1,1,1,1
planthere,1,1,1,1
platform,1,0,0,1
platforms,1,1,1,1
playing,1,1,1,1
plug,1,0,0,0
plugged,1,1,1,1
policiesdescription,1,1,1,1
politics,1,1,1,1
poor,1,2,2,2
porous,1,1,1,1
posting,1,1,1,1
postpone,1,1,0,1
pound,1,1,1,1
preapproval,1,1,1,1
precedents,1,1,1,1
precise,1,1,0,1
predecessors,1,1,1,1
predictions,1,1,0,1
predictive,1,1,0,1
predominantly,1,0,0,0
predominately,1,2,2,1
prescribed,1,1,1,1
presence,1,1,2,1
presentationthe,1,1,1,1
presently,1,1,1,1
prevalent,1,1,1,1
pricesour,1,1,1,1
principle,1,1,1,1
priority,1,1,1,1
procedural,1,2,1,1
procedure,1,1,1,1
procedures142item,1,0,0,1
proceduresevaluation,1,1,1,1
procedureswe,1,1,1,1
proceedings51item,1,0,0,0
proceedingsfrom,1,1,1,1
producer,1,1,1,1
production12,1,0,0,0
productionthe,1,0,0,0
productive4,1,0,0,0
productive8,1,0,0,0
productivity,1,1,1,1
profiles,1,1,1,1
profitable,1,1,1,1
progress,1,5,3,1
progress503,1,0,0,0
prolonged,1,2,0,1
promote,1,1,1,1
properties126,1,1,0,1
properties15,1,0,0,0
properties368,1,0,0,0
properties4,1,1,1,1
properties43,1,0,0,0
properties532,1,0,0,0
properties7,1,0,1,1
propertiesgeneral,1,0,0,0
propertiessubstantially,1,1,0,1
propertiesthe,1,0,0,2
proportion,1,2,2,1
proportionate,1,1,0,1
proposal,1,1,1,7
proposing,1,0,1,0
proprietary,1,1,2,1
proration,1,1,1,1
prospectively,1,0,1,0
proven,1,2,1,1
proves,1,1,1,1
proximity,1,1,1,1
prudently,1,1,1,1
psus814,1,0,0,0
purdue,1,1,0,1
qualifies,1,1,1,1
quantitiesthe,1,1,1,1
quarteryear,1,1,1,1
quickly,1,1,1,1
railroad,1,0,0,0
raised,1,0,0,1
raising,1,1,1,1
ramiro,1,1,1,1
ran,1,2,0,0
ranging,1,6,0,0
rank,1,2,2,1
raptor,1,1,0,1
ratability,1,1,1,1
rate0,1,1,0,1
rate4,1,2,1,2
rate6,1,1,1,1
rated,1,1,1,1
ratesour,1,1,1,1
ratifying,1,1,1,1
raven,1,16,4,0
readily,1,1,1,1
realities,1,1,1,1
realizations,1,1,1,1
realizing,1,1,2,1
rebalanced,1,1,1,1
rec,1,1,1,1
receipt,1,2,2,1
receivable24,1,0,0,0
receiving,1,1,2,1
recognitionthe,1,1,1,1
recommended,1,0,0,1
recompleted,1,1,1,1
reconcile,1,1,1,1
reconciles,1,1,1,1
reconsider,1,1,0,1
reconsideration,1,2,0,1
recording,1,1,1,1
recycling,1,1,0,1
redacted,1,1,1,1
redetermine,1,1,1,1
referencecertain,1,1,1,1
referenced,1,1,1,2
referring,1,1,1,1
refinancing,1,2,4,2
reflection,1,0,0,0
reflections,1,1,1,1
reflective,1,1,2,1
refractured,1,1,1,1
refunded,1,1,2,1
refunds24,1,0,0,0
refute,1,1,0,1
regency,1,2,2,2
registeredcommon,1,1,1,1
registrant23,1,1,1,1
regularly,1,1,1,3
regulations16,1,0,0,0
regulationsour,1,1,0,1
reinterpreted,1,1,1,1
relatedstockholder,1,1,0,1
relation,1,1,1,1
relationship,1,1,1,1
reliance,1,1,2,1
relocate,1,1,1,1
remained,1,3,1,2
remediation,1,1,1,1
remedies,1,2,2,1
removing,1,1,1,1
renewable,1,1,1,1
renewables,1,1,1,1
renewed,1,1,1,1
rent,1,2,2,1
reopened,1,0,0,0
repairs,1,1,1,1
repeal,1,1,1,1
repeatable,1,1,1,1
replenish,1,1,0,1
reportingmanagement,1,1,1,1
representation,1,1,1,1
representations,1,2,1,1
representing,1,1,1,3
requested,1,1,0,1
reserves316,1,0,0,0
reserves320,1,0,0,0
reserves43,1,0,0,0
reserves8,1,1,0,1
reset,1,1,1,1
resolution,1,1,2,1
resources74,1,0,0,1
resourceswe,1,0,0,0
respectively17,1,0,0,0
respectively334,1,0,0,0
respectively675,1,0,0,0
resubstitution,1,1,1,1
retaining,1,2,2,1
retire,1,1,2,1
retrospectively,1,0,0,1
returning,1,1,1,1
returnsthe,1,1,1,1
revenue24,1,0,0,0
revenue4,1,1,0,0
revenue433,1,0,0,0
revenue699,1,0,0,0
revenues15,1,0,0,0
reviewing,1,2,3,1
revisions280,1,0,0,0
revisions301,1,0,0,0
revisions320,1,0,0,0
revisions341,1,0,0,0
revisions350,1,0,0,0
revisions358,1,0,0,0
revisions366,1,0,0,0
rigorously,1,0,0,0
rise,1,1,1,1
riskthe,1,1,2,1
riskwe,1,1,1,1
rose,1,1,1,1
royalties,1,2,2,3
ruled,1,1,1,1
rulemakings,1,0,0,0
rulings,1,1,1,2
ruptures,1,1,1,1
safe,1,3,3,4
sage,1,1,0,1
said,1,1,1,1
salaries,1,1,1,1
sale2014,1,0,0,0
saleany,1,1,1,1
saleassets,1,1,1,1
salt,1,1,1,1
salvage,1,0,0,1
salvaging,1,1,1,1
sample,1,1,1,1
scaling,1,0,1,0
sch,1,1,1,1
schedules1493part,1,0,0,0
schema,1,1,1,1
season,1,1,1,1
seasonality16,1,0,0,0
seasonalitygenerally,1,1,0,1
seasoned,1,1,1,1
secondary,1,1,1,1
secretary,1,1,2,1
sectors,1,1,1,1
securities24,1,0,0,0
securities26,1,1,1,2
securities32,1,0,0,0
securities33,1,0,0,1
securities39,1,1,1,2
securities43,1,1,0,0
securities52item,1,0,0,0
securitiesmarket,1,1,1,1
segmentation,1,1,0,1
segments,1,1,1,1
senate,1,1,0,1
sending,1,1,1,1
sent,1,1,1,2
series,1,1,1,1
seriously,1,1,1,1
serves,1,0,0,0
services148,1,0,0,0
servicesthe,1,1,1,1
servitude,1,0,0,0
servitudes,1,1,1,1
settlements39,1,0,0,0
sexhibit,1,1,0,1
shall,1,1,2,1
shannon,1,0,0,1
shape,1,1,1,1
sharebasic,1,1,0,1
shareholder,1,5,1,1
sharesin,1,1,1,1
sheets89consolidated,1,0,0,1
shell,1,1,1,1
shipped,1,1,1,1
shortened,1,1,1,1
shutdown,1,1,0,1
shutting,1,1,1,1
sign,1,1,1,1
signal,1,1,0,1
simplifies,1,0,0,1
simulations,1,1,1,1
simultaneously,1,1,1,1
sites,1,3,4,4
skills,1,1,1,1
slow,1,0,0,1
small,1,2,1,1
smith,1,5,0,1
social,1,2,3,1
soil,1,1,1,1
solar,1,1,1,1
sole,1,1,1,1
solid,1,1,1,1
solids,1,0,0,1
somewhat,1,1,0,1
soon,1,1,2,1
sound,1,1,1,1
southeastern,1,0,0,1
space15,1,0,0,0
spaceas,1,1,0,1
speak,1,1,1,1
specifically,1,3,2,2
specifications,1,1,1,1
speculative,1,0,0,0
spend,1,1,1,2
spending,1,1,0,5
spent,1,3,2,2
spes,1,1,2,1
spin,1,0,0,0
spraberry,1,7,5,2
spreads,1,0,0,0
stabilized,1,1,1,1
staffs,1,1,0,1
standalone,1,0,0,1
standardseffective,1,1,1,0
star,1,1,1,1
statements21,1,1,0,0
statements95all,1,0,0,1
statementsnote,1,1,1,1
statementsthe,1,1,1,1
statementsthis,1,1,1,1
statessecurities,1,1,1,1
statistically,1,1,1,1
statoil,1,0,0,0
stead,1,1,1,1
steep,1,0,0,0
stephen,1,1,1,1
stimulating,1,1,1,1
stock33,1,0,0,0
stock4,1,0,0,1
stockthe,1,1,1,1
store,1,1,1,1
strains,1,1,0,1
strategy4,1,1,1,1
strategyour,1,1,1,1
strengthening,1,1,2,1
stricter,1,1,1,1
strictly,1,1,1,1
strikes,1,1,1,1
struck,1,1,1,1
structure,1,1,3,0
subjected,1,1,1,1
subjecting,1,1,1,1
subjects,1,3,2,1
submission,1,2,1,2
submit,1,1,1,1
subordinated,1,2,2,1
subsequently,1,5,3,4
subsidiariesdenver,1,0,0,0
subsidiarieswe,1,1,0,1
substitutes,1,1,1,1
substitution,1,1,1,1
succeed,1,1,1,1
succession,1,1,1,1
successor,1,0,0,0
sudden,1,1,1,1
sufficiently,1,1,1,1
suggest,1,0,0,0
suitable,1,1,1,1
sulfide,1,1,1,1
summarize,1,0,0,1
summertime,1,1,1,1
superintendence,1,1,1,1
superseded,1,0,0,0
supervision,1,1,1,1
suppliers,1,2,2,2
support,1,1,6,3
supported,1,1,1,1
supreme,1,3,3,2
surrendered,1,0,3,0
surrounding,1,1,1,1
survey,1,1,0,1
sustainable,1,1,1,1
sustained,1,5,1,9
sweetie,1,3,3,2
takeaway,1,1,0,1
takeover,1,1,1,1
takeovers,1,1,1,1
taking,1,2,2,2
talisman,1,0,0,0
tangible,1,0,0,0
tank,1,1,1,1
taxation,1,1,1,1
taxes1,1,0,1,2
taxes117,1,0,0,0
taxes15,1,0,0,0
taxes891,1,0,0,0
taxonomy,1,1,1,1
teams,1,1,2,1
terminate,1,8,5,2
terms24item,1,1,0,0
termsthe,1,1,0,1
tested,1,0,0,1
thereunder,1,0,0,0
thereunto,1,1,1,1
therewith,1,1,1,1
threat,1,1,1,1
tightening,1,1,1,1
topic,1,16,11,1
total10,1,0,0,0
total18,1,0,0,1
total32,1,0,0,0
townships,1,1,1,1
tradable,1,1,0,1
trades,1,1,10,1
transfers,1,1,9,1
transitioned,1,0,0,0
transmission,1,5,5,1
transporting,1,1,1,1
triggers,1,0,0,0
trustees,1,1,0,1
turmoil,1,1,1,1
txok,1,0,0,2
type,1,1,3,1
typical,1,2,2,2
unanticipated,1,0,0,0
unclear,1,1,0,1
uncontrollable,1,1,1,1
underperforming,1,0,0,1
understood,1,0,0,0
undersupply,1,1,1,1
undertake,1,0,0,1
undeveloped1,1,0,0,0
unemployment,1,1,1,1
unencumbered,1,1,1,1
unhedged,1,1,1,1
unobservablethe,1,1,0,1
unprecedented,1,1,1,1
unprotected,1,1,1,1
unrealized,1,0,0,1
unreasonable,1,1,1,1
unusable,1,1,1,1
updates,1,1,0,1
updating,1,0,0,0
upgrades,1,0,0,1
upheaval,1,1,1,1
upper,1,0,0,1
upton,1,3,4,1
users,1,1,1,1
usually,1,1,1,1
utah,1,1,1,0
utilities,1,2,2,1
vacated,1,0,0,3
valuefor,1,1,0,1
valuethe,1,1,1,1
valuing,1,2,1,1
variance,1,1,1,1
variances,1,1,2,1
varying,1,1,1,1
ventures,1,1,1,1
verifying,1,1,1,1
vertical,1,1,1,1
vertically,1,1,1,1
vi,1,2,1,1
vicinity,1,1,1,1
vigorous,1,1,1,1
vii,1,0,0,0
virtue,1,1,1,1
volatilities,1,1,2,1
wait,1,1,1,1
waiting,1,1,1,1
waived,1,1,1,1
wall,1,0,0,0
warranties,1,2,1,1
wastewater,1,3,2,3
wave,1,1,1,1
ways,1,1,1,1
weak,1,1,0,1
weakening,1,1,1,1
weaknesses,1,0,0,0
web,1,1,0,1
webb,1,1,0,1
weighed,1,0,0,0
wellbores,1,1,1,1
wellhead,1,2,6,1
wells13,1,1,0,1
wellsas,1,1,0,1
went,1,0,1,0
west,1,2,3,1
wetlands,1,1,2,1
wherewithal,1,1,1,1
white,1,0,0,1
wholly,1,1,0,1
wib,1,1,0,1
wic,1,1,0,1
widening,1,1,1,1
wilderness,1,1,1,1
williams,1,0,0,0
wind,1,1,1,1
windows,1,1,1,1
winters,1,1,1,1
wish,1,1,1,1
withdrawal,1,1,1,1
withhold,1,1,1,1
withholdings256,1,1,0,1
withholdings526,1,0,0,1
withholdings929,1,0,0,0
woodbine,1,0,0,0
words,1,1,1,1
worker,1,1,1,1
workplace,1,1,1,1
works,1,0,0,1
worth,1,1,0,1
worthless,1,1,1,1
wtivolumes,1,0,0,0
year126,1,0,0,0
year219,1,0,0,0
year24,1,0,0,0
year260,1,0,0,1
year27,1,0,0,1
year508,1,0,0,0
year515,1,0,0,1
year56,1,1,0,0
year57,1,0,0,0
year580,1,0,0,0
year70,1,0,0,0
year80,1,0,0,1
year89,1,0,0,1
years140,1,0,0,0
yearslong,1,1,1,1
yield0,1,1,1,1
yielding,1,1,1,1
yields,1,1,1,1
zip,1,1,1,1
zoning,1,1,1,1
TRUE,1,2,1,1
4,0,0,1,0
5,0,1,0,0
7,0,0,1,0
10,0,0,1,0
22,0,0,0,1
23,0,1,1,0
25,0,1,2,1
26,0,1,0,1
27,0,1,0,1
28,0,0,3,0
30,0,1,2,1
32,0,0,2,0
35,0,0,2,1
36,0,2,3,1
37,0,0,0,1
40,0,1,1,1
41,0,0,2,0
52,0,0,1,0
54,0,1,2,1
55,0,1,0,1
57,0,0,2,0
61,0,2,1,0
65,0,1,3,1
68,0,0,1,0
74,0,3,3,0
77,0,1,1,2
84,0,0,1,0
85,0,1,0,0
87,0,0,1,0
89,0,2,2,1
91,0,0,0,1
93,0,0,1,0
94,0,0,1,0
97,0,2,3,2
99,0,1,1,0
117,0,3,10,2
148,0,6,3,4
153,0,3,2,1
173,0,4,1,8
179,0,2,7,2
181,0,3,2,1
182,0,2,6,1
188,0,1,5,1
194,0,5,2,0
210,0,5,2,1
211,0,4,1,2
223,0,1,2,0
235,0,2,2,2
237,0,1,0,1
238,0,1,1,1
242,0,1,3,2
243,0,2,8,2
252,0,2,4,2
263,0,1,2,0
266,0,0,1,0
273,0,0,0,1
277,0,1,0,3
289,0,2,3,3
296,0,2,1,2
298,0,1,0,2
305,0,4,4,1
306,0,0,1,0
315,0,0,0,1
315,0,7,4,4
317,0,0,2,0
320,0,2,0,2
321,0,7,6,5
349,0,2,3,0
351,0,1,1,0
355,0,0,3,1
362,0,2,4,1
364,0,0,1,1
365,0,1,0,2
367,0,6,2,2
370,0,3,5,0
377,0,1,1,1
382,0,2,5,1
386,0,2,5,0
395,0,6,6,3
396,0,0,2,0
408,0,6,1,7
417,0,0,2,0
420,0,2,4,0
425,0,1,0,0
426,0,1,5,0
429,0,1,2,0
442,0,1,3,0
446,0,1,7,0
449,0,3,1,2
450,0,1,0,1
455,0,3,0,2
458,0,2,2,0
465,0,1,0,2
467,0,5,1,4
468,0,7,4,7
471,0,6,2,5
472,0,0,1,1
487,0,0,2,0
488,0,5,2,7
489,0,0,1,0
491,0,9,8,6
495,0,2,1,0
502,0,1,9,0
504,0,0,3,0
508,0,1,10,1
509,0,1,2,0
513,0,1,1,0
518,0,2,0,0
519,0,1,0,0
521,0,2,0,2
526,0,5,1,1
529,0,0,3,1
534,0,0,0,1
537,0,2,0,1
539,0,2,2,1
542,0,1,0,1
549,0,3,3,0
552,0,5,6,2
557,0,1,6,1
563,0,2,0,1
565,0,3,0,0
566,0,3,0,3
567,0,3,0,1
568,0,8,6,0
571,0,1,3,1
573,0,2,5,2
574,0,1,1,0
578,0,6,0,3
579,0,2,1,2
584,0,1,1,0
585,0,1,1,0
588,0,4,4,1
594,0,0,1,0
599,0,1,1,2
604,0,3,2,1
608,0,2,0,1
610,0,2,2,1
614,0,3,1,0
621,0,5,4,3
628,0,0,3,0
633,0,6,0,2
635,0,0,1,0
643,0,7,3,6
649,0,4,2,2
655,0,1,0,0
659,0,2,1,0
661,0,0,1,1
667,0,1,1,2
673,0,0,1,1
678,0,3,0,3
683,0,1,0,1
685,0,3,2,2
688,0,0,2,1
691,0,0,1,0
693,0,0,0,1
701,0,1,0,2
708,0,3,3,0
713,0,1,2,0
714,0,2,1,2
717,0,1,0,1
719,0,2,1,0
726,0,1,0,1
728,0,1,0,2
729,0,1,2,1
731,0,4,1,1
732,0,0,1,0
733,0,2,2,0
737,0,2,1,2
738,0,1,3,1
741,0,0,8,1
743,0,1,0,0
748,0,1,1,1
751,0,3,3,1
752,0,0,0,1
753,0,3,1,2
756,0,2,1,0
761,0,4,1,1
762,0,0,0,1
764,0,0,1,0
774,0,0,1,0
776,0,1,1,1
778,0,1,0,1
785,0,0,1,0
787,0,1,0,0
789,0,3,3,3
790,0,13,9,3
791,0,2,0,1
793,0,1,0,1
794,0,1,2,1
795,0,1,0,1
800,0,5,5,3
801,0,1,1,0
802,0,0,1,0
803,0,1,5,0
804,0,5,1,0
806,0,0,6,1
815,0,0,0,1
817,0,1,0,0
818,0,0,2,0
820,0,0,2,0
825,0,0,1,0
832,0,0,4,0
835,0,0,2,0
837,0,1,0,0
839,0,0,1,0
841,0,1,0,0
843,0,0,7,0
844,0,2,2,1
847,0,1,2,0
851,0,1,1,0
854,0,1,0,1
863,0,1,0,1
870,0,4,0,0
873,0,0,1,0
874,0,2,0,2
875,0,2,2,1
876,0,0,2,0
879,0,1,1,1
884,0,0,1,0
889,0,0,3,0
893,0,2,1,0
905,0,1,0,1
907,0,1,2,0
912,0,0,6,0
917,0,0,3,0
918,0,2,1,0
919,0,0,1,0
920,0,0,3,1
924,0,0,3,1
928,0,1,0,0
929,0,2,0,1
932,0,3,0,1
934,0,3,4,1
943,0,3,2,2
944,0,1,0,1
947,0,1,1,0
952,0,5,1,2
956,0,2,1,1
957,0,2,1,0
958,0,0,1,0
959,0,0,4,0
960,0,3,0,0
961,0,1,0,0
962,0,1,1,0
963,0,0,2,0
964,0,0,1,1
965,0,1,2,1
967,0,1,0,0
968,0,0,4,0
971,0,2,1,1
972,0,1,0,0
984,0,1,4,1
989,0,2,1,1
990,0,3,1,2
994,0,0,1,0
999,0,0,2,0
1244,0,0,1,0
1472,0,1,0,0
1484,0,0,0,1
1886,0,0,0,1
1946,0,0,0,1
1986,0,1,0,0
2017,0,0,0,1
2018,0,0,0,1
2025,0,0,0,1
2033,0,1,0,1
2034,0,4,1,3
2036,0,0,0,1
2037,0,1,0,0
2038,0,0,1,0
2506,0,1,0,0
2785,0,0,1,0
2866,0,1,1,0
3506,0,0,1,0
3556,0,0,1,0
3905,0,0,1,0
4096,0,0,0,1
4345,0,0,1,0
4405,0,0,1,0
4502,0,1,0,0
4766,0,1,0,0
5455,0,1,0,0
5810,0,0,0,1
6235,0,0,0,1
6276,0,0,1,0
6619,0,1,0,1
6622,0,0,1,0
6637,0,0,1,0
6826,0,0,1,0
6914,0,1,1,0
7586,0,0,1,0
7695,0,1,0,0
8128,0,0,0,1
8756,0,1,0,0
8946,0,1,0,0
9386,0,1,0,0
9556,0,0,1,0
9966,0,0,1,0
10101,0,1,0,0
10197,0,0,0,1
12018,0,1,0,0
12018,0,1,0,0
12510,0,0,1,0
13783,0,0,4,0
14910,0,1,0,1
18404,0,0,1,0
18407,0,0,1,0
18410,0,0,1,0
20154,0,0,0,3
20161,0,1,0,0
20164,0,1,0,0
20165,0,0,0,1
20174,0,1,0,0
20175,0,1,0,0
20184,0,0,1,0
20195,0,0,1,0
21210,0,0,1,0
42025,0,0,1,0
4-Mar,0,1,0,0
21-Jun,0,1,0,1
6-Sep,0,1,0,1
25-Sep,0,1,0,0
72025,0,1,0,1
82019,0,1,0,1
92018,0,0,0,1
97510,0,1,0,0
102021,0,1,0,0
112514,0,1,0,0
182021,0,0,0,1
201104,0,0,1,0
201366,0,0,0,1
201463,0,1,0,0
201568,0,1,0,1
201576,0,1,0,0
201598,0,0,0,1
201610,0,0,0,1
201653,0,0,1,0
201668,0,0,1,0
201685,0,1,0,0
201749,0,0,1,0
201861,0,0,1,0
203936,0,1,1,1
211934,0,1,0,0
242019,0,1,0,0
272019,0,0,0,1
562016,0,1,0,0
572020,0,0,0,1
612018,0,1,0,0
652020,0,0,1,0
662021,0,0,1,0
742018,0,0,0,1
752018,0,1,0,0
752020,0,0,1,0
822017,0,0,0,1
822018,0,0,1,0
852016,0,0,1,0
922022,0,0,1,0
932020,0,0,1,0
972020,0,0,1,0
1022015,0,1,0,0
1052015,0,0,0,1
1092024,0,1,0,0
1612020,0,0,0,1
1692021,0,0,1,0
2015186,0,0,0,1
2015465,0,0,0,1
2016111,0,1,1,0
2016176,0,1,0,0
2016343,0,2,0,0
2017111,0,0,1,0
2018112,0,0,1,0
2021350,0,0,0,1
2022476,0,0,1,0
2022561,0,1,0,0
2022600,0,0,0,1
2023394,0,1,0,0
2023400,0,0,0,1
2024500,0,1,1,1
2025500,0,1,1,1
2026500,0,1,1,0
2027500,0,0,1,0
2402019,0,1,0,0
2562019,0,1,0,0
3502018,0,0,0,1
3792020,0,1,0,0
4292020,0,0,1,0
4802020,0,1,0,0
4892019,0,0,0,1
5002023,0,0,0,1
5022020,0,0,1,0
5322018,0,1,0,0
5602019,0,1,0,0
6052019,0,0,0,1
6182017,0,0,0,1
6932024,0,0,1,0
7152023,0,0,1,0
7412023,0,0,1,0
7472017,0,0,0,1
7722022,0,1,0,0
7782021,0,1,0,0
7852022,0,0,1,0
8462021,0,0,0,1
9132022,0,0,1,0
20152014,0,0,0,1
20162015,0,1,0,0
20182017,0,0,1,0
200212631,0,0,1,0
_________________________________________,0,0,1,0
___________________________________________,0,3,1,0
____________________________________________note,0,1,4,1
__________________________________________note,0,0,2,0
0___________________________________________,0,0,1,0
0____________________________________________,0,0,1,1
000____________________________________________,0,2,2,2
000fourth,0,0,0,1
000letters,0,1,0,1
000second,0,0,0,1
000senior,0,1,0,1
000third,0,0,0,1
005components,0,0,0,1
007other74,0,0,0,1
009the,0,0,1,0
00ad,0,1,0,0
014sales,0,0,0,1
016cash,0,1,0,0
019ending,0,0,1,0
01expense,0,0,1,0
01granted583,0,0,1,0
01nymex,0,1,0,0
01performance,0,1,0,0
01production,0,1,0,0
01vested,0,0,0,1
026asset,0,0,1,0
029derivative,0,1,0,0
02statement,0,0,1,0
031less,0,1,0,0
035net,0,0,1,0
039other,0,0,0,1
03performance,0,0,0,1
03realized,0,1,0,0
044additionally,0,0,0,1
044basic,0,2,0,0
044reserves,0,0,1,0
045122____________________________________________,0,1,0,0
045contributionsthe,0,0,0,1
045depletion,0,0,0,1
045less,0,0,1,0
045purchases561realized,0,1,0,0
045total,0,1,0,1
047loss,0,1,0,1
048benefits,0,0,1,0
04we,0,0,1,0
050net,0,0,1,0
051adjustments,0,1,0,0
051basic,0,1,0,0
057other20,0,0,1,0
059accrued,0,0,0,1
05all,0,0,0,1
05fourth,0,1,0,0
05granted417,0,1,0,0
05production,0,0,0,1
05the,0,0,0,1
060ngl,0,0,1,0
062amortization,0,0,0,1
062capital,0,0,1,0
067pension,0,0,1,0
069changes,0,1,0,0
06forfeited,0,0,1,1
06production,0,1,0,0
07____________________________________________,0,0,0,1
072accrued,0,1,0,0
074other,0,0,1,0
075sales,0,0,0,1
076income,0,0,0,1
076total,0,0,0,1
078accrued,0,1,0,0
07general,0,0,0,1
07granted,0,1,0,0
082total,0,0,0,1
088prepaid,0,1,0,0
08production,0,0,0,1
08vested,0,0,1,0
090revision,0,0,0,1
091revision,0,1,0,0
093equity,0,1,1,0
09as,0,0,1,0
0a,0,1,0,0
0as,0,0,0,1
0delivery,0,0,1,0
0gas,0,1,0,0
0long,0,1,0,1
0marketed,0,0,0,1
0relative,0,2,0,0
0rocky,0,1,0,1
0senior,0,1,1,0
0the,0,0,0,1
0total33,0,1,0,0
0unproved,0,0,0,1
0used,0,1,0,0
1____________________________________________,0,1,0,0
10____________________________________________,0,0,0,1
100additions,0,0,0,1
100intended,0,0,1,0
100reported,0,0,0,1
100total,0,1,0,0
101revenue,0,0,0,1
102of,0,0,0,1
102pension,0,0,1,0
103____________________________________________,0,1,0,0
103change,0,1,0,0
103the,0,1,0,0
104impairment,0,0,0,1
104interest,0,0,1,0
104note,0,1,0,0
104write,0,0,0,1
1051supplemental,0,1,0,0
105federal,0,1,0,0
105impairment,0,0,0,2
105note,0,0,1,0
106oil,0,0,1,0
107asset,0,0,1,0
107changes,0,0,0,1
107federal,0,0,0,1
107interest,0,1,0,0
107ngl,0,0,1,0
107the,0,0,1,0
109senior,0,0,0,1
10balance,0,0,1,0
10gas,0,1,1,1
10productionthe,0,0,1,0
10second,0,1,0,0
10third,0,1,0,0
110expense,0,1,0,0
110proved,0,0,1,0
111capitalized,0,0,0,1
111note,0,0,1,0
112company,0,0,0,1
112note,0,0,1,0
113___________________________________________,0,0,1,0
113116quarterly,0,0,1,0
113other,0,1,0,0
113plan,0,0,0,1
113the,0,1,0,0
113total,0,0,0,1
114a,0,0,0,1
114permian,0,0,0,1
114the,0,0,1,0
114total,0,1,0,0
115future,0,0,1,0
115property,0,0,1,0
116a,0,0,0,1
116exploration,0,0,0,1
116the,0,1,0,0
117additional,0,0,1,0
117employee,0,0,0,1
117item,0,0,1,0
118accumulated,0,1,0,0
118management,0,0,1,0
118portion,0,0,0,1
118unrecognized,0,1,0,1
119components,0,1,0,0
119report,0,0,1,0
11drilling,0,0,1,0
11gathering,0,1,0,1
11lock,0,0,1,0
11or,0,0,0,1
11production,0,1,1,0
11society,0,1,0,0
11third,0,1,0,0
11wells,0,1,0,0
120accounts,0,0,0,1
120pre,0,0,0,1
120the,0,1,0,0
121deferred,0,0,0,1
121item,0,0,1,0
121pension,0,1,0,1
122fair,0,0,0,1
122item,0,0,1,0
123benefit,0,1,0,0
123part,0,0,1,0
123total,0,0,1,0
124accounts,0,1,0,0
124as,0,0,0,1
124benefit,0,0,0,1
124derivative,0,1,0,0
124liabilities,0,1,0,0
124note,0,1,0,0
124wells,0,1,0,0
125natural,0,1,0,0
125note,0,0,0,1
126commodity,0,1,0,0
126natural,0,0,0,1
127commodity,0,0,0,1
127signaturespursuant,0,0,1,0
127the,0,1,0,0
128note,0,1,0,0
128signature,0,0,1,0
129derivativesthe,0,1,0,0
